template,source_group_id,cell,question,reference,candidate,expected_label,l_A,l_B,d_raw,p_accept_raw,predicted_label,correct
T5,6f20891d4fbbf36a868ef4d6543496c6ca675d18fb0c79eeb2f864c4a2a65d1a,OS,"What is the horizontal distance between two waves, measured at a common point (crest to crest or trough to trough), called?",wavelength,I will give a direct response to the question. The requested answer is fossils.,B,-6.8125,14.5625,-21.375,5.211412485172657e-10,B,True
T5,6f20891d4fbbf36a868ef4d6543496c6ca675d18fb0c79eeb2f864c4a2a65d1a,SO,"What is the horizontal distance between two waves, measured at a common point (crest to crest or trough to trough), called?",fossils,I will give a direct response to the question. The requested answer is wavelength.,B,-4.125,14.8125,-18.9375,5.9641457266321095e-09,B,True
T5,6f20891d4fbbf36a868ef4d6543496c6ca675d18fb0c79eeb2f864c4a2a65d1a,SS,"What is the horizontal distance between two waves, measured at a common point (crest to crest or trough to trough), called?",fossils,I will give a direct response to the question. The requested answer is fossils.,A,-2.875,15.9375,-18.8125,6.758262498631447e-09,B,False
T5,6fe3e27510c2d45cf3bc5f48a43f3f9b0f5bcfd61b08a8167b199bd40fc56c11,OO,"Part of the fossil record, stromatolites belong to what rock group and are formed when minerals are precipitated out of water by prokaryotes in a microbial mat?",sedimentary,I will give a direct response to the question. The requested answer is sedimentary.,A,16.125,4.8125,11.3125,0.9999877809239794,A,True
T5,6fe3e27510c2d45cf3bc5f48a43f3f9b0f5bcfd61b08a8167b199bd40fc56c11,OS,"Part of the fossil record, stromatolites belong to what rock group and are formed when minerals are precipitated out of water by prokaryotes in a microbial mat?",sedimentary,I will give a direct response to the question. The requested answer is different plants.,B,-3.296875,13.75,-17.046875,3.9503560119089484e-08,B,True
T5,6fe3e27510c2d45cf3bc5f48a43f3f9b0f5bcfd61b08a8167b199bd40fc56c11,SO,"Part of the fossil record, stromatolites belong to what rock group and are formed when minerals are precipitated out of water by prokaryotes in a microbial mat?",different plants,I will give a direct response to the question. The requested answer is sedimentary.,B,2.265625,14.625,-12.359375,4.289333109916098e-06,B,True
T5,6fe3e27510c2d45cf3bc5f48a43f3f9b0f5bcfd61b08a8167b199bd40fc56c11,SS,"Part of the fossil record, stromatolites belong to what rock group and are formed when minerals are precipitated out of water by prokaryotes in a microbial mat?",different plants,I will give a direct response to the question. The requested answer is different plants.,A,0.84765625,15.9375,-15.08984375,2.7961727896654325e-07,B,False
T5,6ffbd9b9795989778a37dfc5868aeb0b9078a0370e24e5ca96e692ad3a9dbb0a,OO,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydrophobic fatty acids are in the middle of the what?",plasma membrane,I will give a direct response to the question. The requested answer is plasma membrane.,A,15.0,15.0625,-0.0625,0.4843800842769844,B,False
T5,6ffbd9b9795989778a37dfc5868aeb0b9078a0370e24e5ca96e692ad3a9dbb0a,OS,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydrophobic fatty acids are in the middle of the what?",plasma membrane,I will give a direct response to the question. The requested answer is human papilloma virus.,B,-7.0,15.0625,-22.0625,2.620462764055779e-10,B,True
T5,6ffbd9b9795989778a37dfc5868aeb0b9078a0370e24e5ca96e692ad3a9dbb0a,SO,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydrophobic fatty acids are in the middle of the what?",human papilloma virus,I will give a direct response to the question. The requested answer is plasma membrane.,B,-0.57421875,15.4375,-16.01171875,1.1122408785087555e-07,B,True
T5,6ffbd9b9795989778a37dfc5868aeb0b9078a0370e24e5ca96e692ad3a9dbb0a,SS,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydrophobic fatty acids are in the middle of the what?",human papilloma virus,I will give a direct response to the question. The requested answer is human papilloma virus.,A,1.6171875,16.5,-14.8828125,3.439351055812443e-07,B,False
T5,71f1274bf08beee7a3769accd9e3c8a51314d5289247f9e114fb8bafa53bb1ac,OO,What prevents an object from moving in a straight line at a constant speed?,force,I will give a direct response to the question. The requested answer is force.,A,18.5,14.375,4.125,0.9840936082881853,A,True
T5,71f1274bf08beee7a3769accd9e3c8a51314d5289247f9e114fb8bafa53bb1ac,OS,What prevents an object from moving in a straight line at a constant speed?,force,I will give a direct response to the question. The requested answer is terminal speed.,B,-6.6875,13.375,-20.0625,1.9362746336349366e-09,B,True
T5,71f1274bf08beee7a3769accd9e3c8a51314d5289247f9e114fb8bafa53bb1ac,SO,What prevents an object from moving in a straight line at a constant speed?,terminal speed,I will give a direct response to the question. The requested answer is force.,B,-2.375,14.4375,-16.8125,4.9937178577453644e-08,B,True
T5,71f1274bf08beee7a3769accd9e3c8a51314d5289247f9e114fb8bafa53bb1ac,SS,What prevents an object from moving in a straight line at a constant speed?,terminal speed,I will give a direct response to the question. The requested answer is terminal speed.,A,14.6875,15.6875,-1.0,0.2689414213699951,B,False
T5,76da1b679586705525ee875bdc8b0d1767d6ed57efa3f21fdafab78c35f4a084,OO,"What results when volcanic ash encircles the globe, blocking the sun and lowering the temperature of the entire planet?",volcanic winter,I will give a direct response to the question. The requested answer is volcanic winter.,A,18.0,14.5,3.5,0.9706877692486436,A,True
T5,76da1b679586705525ee875bdc8b0d1767d6ed57efa3f21fdafab78c35f4a084,OS,"What results when volcanic ash encircles the globe, blocking the sun and lowering the temperature of the entire planet?",volcanic winter,I will give a direct response to the question. The requested answer is a virtual image.,B,-5.40625,14.9375,-20.34375,1.4615767744882139e-09,B,True
T5,76da1b679586705525ee875bdc8b0d1767d6ed57efa3f21fdafab78c35f4a084,SO,"What results when volcanic ash encircles the globe, blocking the sun and lowering the temperature of the entire planet?",a virtual image,I will give a direct response to the question. The requested answer is volcanic winter.,B,-2.328125,15.375,-17.703125,2.049417739836284e-08,B,True
T5,76da1b679586705525ee875bdc8b0d1767d6ed57efa3f21fdafab78c35f4a084,SS,"What results when volcanic ash encircles the globe, blocking the sun and lowering the temperature of the entire planet?",a virtual image,I will give a direct response to the question. The requested answer is a virtual image.,A,-1.984375,15.75,-17.734375,1.9863637860272008e-08,B,False
T5,788876e1b5c09ad34b156c2244f70441c80075d509e1527ec22555a72eeb7db6,OO,Living things on the ocean floor are known as?,benthos,I will give a direct response to the question. The requested answer is benthos.,A,15.375,2.84375,12.53125,0.9999963880169387,A,True
T5,788876e1b5c09ad34b156c2244f70441c80075d509e1527ec22555a72eeb7db6,OS,Living things on the ocean floor are known as?,benthos,I will give a direct response to the question. The requested answer is biodiversity.,B,-5.90625,14.4375,-20.34375,1.4615767744882139e-09,B,True
T5,788876e1b5c09ad34b156c2244f70441c80075d509e1527ec22555a72eeb7db6,SO,Living things on the ocean floor are known as?,biodiversity,I will give a direct response to the question. The requested answer is benthos.,B,-2.078125,15.75,-17.828125,1.808604811862797e-08,B,True
T5,788876e1b5c09ad34b156c2244f70441c80075d509e1527ec22555a72eeb7db6,SS,Living things on the ocean floor are known as?,biodiversity,I will give a direct response to the question. The requested answer is biodiversity.,A,9.3125,15.9375,-6.625,0.0013250224172131609,B,False
T5,788927faccfd32ff6d16678442de476ecad200eae740119b74261dc3094829fb,OO,What is the process in which a substance naturally moves from an area of higher to lower concentration called?,diffusion,I will give a direct response to the question. The requested answer is diffusion.,A,17.875,8.125,9.75,0.9999417087343389,A,True
T5,788927faccfd32ff6d16678442de476ecad200eae740119b74261dc3094829fb,OS,What is the process in which a substance naturally moves from an area of higher to lower concentration called?,diffusion,I will give a direct response to the question. The requested answer is motion.,B,-6.25,13.375,-19.625,2.9989608158635416e-09,B,True
T5,788927faccfd32ff6d16678442de476ecad200eae740119b74261dc3094829fb,SO,What is the process in which a substance naturally moves from an area of higher to lower concentration called?,motion,I will give a direct response to the question. The requested answer is diffusion.,B,-2.0,14.25,-16.25,8.764247451323235e-08,B,True
T5,788927faccfd32ff6d16678442de476ecad200eae740119b74261dc3094829fb,SS,What is the process in which a substance naturally moves from an area of higher to lower concentration called?,motion,I will give a direct response to the question. The requested answer is motion.,A,7.09375,15.0625,-7.96875,0.00034599160317821547,B,False
T5,788c34ef73e5ccaf4376fc748a0275e60532beed1cab5c8e3bcc7dd363c8537c,OO,"Sponges are part of what phylum, which gets its name from the latin for ""having pores""?",porifera,I will give a direct response to the question. The requested answer is porifera.,A,18.25,11.3125,6.9375,0.9990302480322174,A,True
T5,788c34ef73e5ccaf4376fc748a0275e60532beed1cab5c8e3bcc7dd363c8537c,OS,"Sponges are part of what phylum, which gets its name from the latin for ""having pores""?",porifera,I will give a direct response to the question. The requested answer is population growth.,B,-6.125,15.0,-21.125,6.691586086815049e-10,B,True
T5,788c34ef73e5ccaf4376fc748a0275e60532beed1cab5c8e3bcc7dd363c8537c,SO,"Sponges are part of what phylum, which gets its name from the latin for ""having pores""?",population growth,I will give a direct response to the question. The requested answer is porifera.,B,6.0625,16.25,-10.1875,3.76364471809744e-05,B,True
T5,788c34ef73e5ccaf4376fc748a0275e60532beed1cab5c8e3bcc7dd363c8537c,SS,"Sponges are part of what phylum, which gets its name from the latin for ""having pores""?",population growth,I will give a direct response to the question. The requested answer is population growth.,A,-2.25,16.125,-18.375,1.0467401685178159e-08,B,False
T5,7ac34260dc94d314d3558af30a19c45350584a3259272e494b7b690422dd661f,OO,Acids are classified based on their what?,ionization in water,I will give a direct response to the question. The requested answer is ionization in water.,A,15.1875,6.34375,8.84375,0.9998557401355151,A,True
T5,7ac34260dc94d314d3558af30a19c45350584a3259272e494b7b690422dd661f,OS,Acids are classified based on their what?,ionization in water,I will give a direct response to the question. The requested answer is reducing and reusing.,B,-6.5,14.1875,-20.6875,1.0364131273371489e-09,B,True
T5,7ac34260dc94d314d3558af30a19c45350584a3259272e494b7b690422dd661f,SO,Acids are classified based on their what?,reducing and reusing,I will give a direct response to the question. The requested answer is ionization in water.,B,1.3515625,13.9375,-12.5859375,3.4197574865711416e-06,B,True
T5,7ac34260dc94d314d3558af30a19c45350584a3259272e494b7b690422dd661f,SS,Acids are classified based on their what?,reducing and reusing,I will give a direct response to the question. The requested answer is reducing and reusing.,A,2.953125,16.375,-13.421875,1.4823580184574414e-06,B,False
T5,7ca502c87aaf48633f254cf4f029007113e462645d89eb77dc5336148736535b,OO,Claw hammers and pulleys are examples of simple machines that do what to the direction of force applied by the user?,reverse it,I will give a direct response to the question. The requested answer is reverse it.,A,18.75,12.0,6.75,0.9988304897349445,A,True
T5,7ca502c87aaf48633f254cf4f029007113e462645d89eb77dc5336148736535b,OS,Claw hammers and pulleys are examples of simple machines that do what to the direction of force applied by the user?,reverse it,I will give a direct response to the question. The requested answer is marine habitat.,B,-5.1875,15.125,-20.3125,1.5079722015620545e-09,B,True
T5,7ca502c87aaf48633f254cf4f029007113e462645d89eb77dc5336148736535b,SO,Claw hammers and pulleys are examples of simple machines that do what to the direction of force applied by the user?,marine habitat,I will give a direct response to the question. The requested answer is reverse it.,B,3.40625,15.125,-11.71875,8.139692624947503e-06,B,True
T5,7ca502c87aaf48633f254cf4f029007113e462645d89eb77dc5336148736535b,SS,Claw hammers and pulleys are examples of simple machines that do what to the direction of force applied by the user?,marine habitat,I will give a direct response to the question. The requested answer is marine habitat.,A,0.419921875,16.625,-16.205078125,9.166930773858793e-08,B,False
T5,7d17895daf33aa644e6b588c7e429b6bfd5bc962e94b358e347c3f915384da54,OO,What part of the plant absorbs water?,roots,I will give a direct response to the question. The requested answer is roots.,A,15.875,2.40625,13.46875,0.9999985855240013,A,True
T5,7d17895daf33aa644e6b588c7e429b6bfd5bc962e94b358e347c3f915384da54,OS,What part of the plant absorbs water?,roots,I will give a direct response to the question. The requested answer is metamorphosis.,B,-6.28125,15.0625,-21.34375,5.376840475246457e-10,B,True
T5,7d17895daf33aa644e6b588c7e429b6bfd5bc962e94b358e347c3f915384da54,SO,What part of the plant absorbs water?,metamorphosis,I will give a direct response to the question. The requested answer is roots.,B,1.2578125,14.875,-13.6171875,1.219354766119497e-06,B,True
T5,7d17895daf33aa644e6b588c7e429b6bfd5bc962e94b358e347c3f915384da54,SS,What part of the plant absorbs water?,metamorphosis,I will give a direct response to the question. The requested answer is metamorphosis.,A,1.3046875,15.5,-14.1953125,6.83996398973303e-07,B,False
T5,7e32fa7cf5ca42d16222f5523f4bea95acd53df81ba18e3de93b4e23833406dd,OO,"Protists play critically important ecological roles as producers and, on the other end of food webs, as what?",decomposers,I will give a direct response to the question. The requested answer is decomposers.,A,15.5,4.15625,11.34375,0.9999881568609741,A,True
T5,7e32fa7cf5ca42d16222f5523f4bea95acd53df81ba18e3de93b4e23833406dd,OS,"Protists play critically important ecological roles as producers and, on the other end of food webs, as what?",decomposers,I will give a direct response to the question. The requested answer is group of atoms.,B,-4.0,14.75,-18.75,7.194132978569834e-09,B,True
T5,7e32fa7cf5ca42d16222f5523f4bea95acd53df81ba18e3de93b4e23833406dd,SO,"Protists play critically important ecological roles as producers and, on the other end of food webs, as what?",group of atoms,I will give a direct response to the question. The requested answer is decomposers.,B,0.36328125,14.1875,-13.82421875,9.913286317134808e-07,B,True
T5,7e32fa7cf5ca42d16222f5523f4bea95acd53df81ba18e3de93b4e23833406dd,SS,"Protists play critically important ecological roles as producers and, on the other end of food webs, as what?",group of atoms,I will give a direct response to the question. The requested answer is group of atoms.,A,1.125,15.375,-14.25,6.475947982049267e-07,B,False
T5,801ea8780af5ab0b2c3cc77a3f4ac2b6c0bcddac3942f28db77284b3fab8c8b0,OO,What is the protein in red blood cells that transports oxygen in the bloodstream?,hemoglobin,I will give a direct response to the question. The requested answer is hemoglobin.,A,17.25,5.65625,11.59375,0.9999907765298898,A,True
T5,801ea8780af5ab0b2c3cc77a3f4ac2b6c0bcddac3942f28db77284b3fab8c8b0,OS,What is the protein in red blood cells that transports oxygen in the bloodstream?,hemoglobin,I will give a direct response to the question. The requested answer is the shell.,B,-7.59375,14.0625,-21.65625,3.933780526610865e-10,B,True
T5,801ea8780af5ab0b2c3cc77a3f4ac2b6c0bcddac3942f28db77284b3fab8c8b0,SO,What is the protein in red blood cells that transports oxygen in the bloodstream?,the shell,I will give a direct response to the question. The requested answer is hemoglobin.,B,2.203125,15.5,-13.296875,1.6797313639715e-06,B,True
T5,801ea8780af5ab0b2c3cc77a3f4ac2b6c0bcddac3942f28db77284b3fab8c8b0,SS,What is the protein in red blood cells that transports oxygen in the bloodstream?,the shell,I will give a direct response to the question. The requested answer is the shell.,A,-0.8359375,15.9375,-16.7734375,5.1926449519992215e-08,B,False
T5,84ab9cc3d020ac95fe7fca05196e2a35dc0cf1eecf0da504facb46e1881eeb39,OO,Photosynthesis takes the energy of sunlight and combines water and carbon dioxide to produce sugar and oxygen as this?,waste product,I will give a direct response to the question. The requested answer is waste product.,A,8.4375,18.25,-9.8125,5.4759769804494653e-05,B,False
T5,84ab9cc3d020ac95fe7fca05196e2a35dc0cf1eecf0da504facb46e1881eeb39,OS,Photosynthesis takes the energy of sunlight and combines water and carbon dioxide to produce sugar and oxygen as this?,waste product,I will give a direct response to the question. The requested answer is asexual reproduction.,B,-1.4765625,16.0,-17.4765625,2.5705457186344933e-08,B,True
T5,84ab9cc3d020ac95fe7fca05196e2a35dc0cf1eecf0da504facb46e1881eeb39,SO,Photosynthesis takes the energy of sunlight and combines water and carbon dioxide to produce sugar and oxygen as this?,asexual reproduction,I will give a direct response to the question. The requested answer is waste product.,B,0.1796875,15.625,-15.4453125,1.9596834497901648e-07,B,True
T5,84ab9cc3d020ac95fe7fca05196e2a35dc0cf1eecf0da504facb46e1881eeb39,SS,Photosynthesis takes the energy of sunlight and combines water and carbon dioxide to produce sugar and oxygen as this?,asexual reproduction,I will give a direct response to the question. The requested answer is asexual reproduction.,A,1.8203125,17.0,-15.1796875,2.555908902849402e-07,B,False
T5,84b4aabec1529e21986e9e63913501fc41337699a474a00cf5b119c9a021868e,OO,"Although quite different, beryllium, magnesium, calcium, strontium, barium, and radium are all classified as what type of metals?",alkaline earth metals,I will give a direct response to the question. The requested answer is alkaline earth metals.,A,17.25,5.78125,11.46875,0.9999895484519483,A,True
T5,84b4aabec1529e21986e9e63913501fc41337699a474a00cf5b119c9a021868e,OS,"Although quite different, beryllium, magnesium, calcium, strontium, barium, and radium are all classified as what type of metals?",alkaline earth metals,I will give a direct response to the question. The requested answer is reactions.,B,-6.6875,14.75,-21.4375,4.895668964435012e-10,B,True
T5,84b4aabec1529e21986e9e63913501fc41337699a474a00cf5b119c9a021868e,SO,"Although quite different, beryllium, magnesium, calcium, strontium, barium, and radium are all classified as what type of metals?",reactions,I will give a direct response to the question. The requested answer is alkaline earth metals.,B,-2.09375,14.0,-16.09375,1.0246443210263697e-07,B,True
T5,84b4aabec1529e21986e9e63913501fc41337699a474a00cf5b119c9a021868e,SS,"Although quite different, beryllium, magnesium, calcium, strontium, barium, and radium are all classified as what type of metals?",reactions,I will give a direct response to the question. The requested answer is reactions.,A,-1.2734375,15.875,-17.1484375,3.56884926202795e-08,B,False
T5,86297af299924f76b8956048c63fa84a663c50aca292898344ed31a1cb48fd71,OO,"Vertebrates - including fish, amphibians, reptiles, birds, and mammals - belong to what phylum?",chordata,I will give a direct response to the question. The requested answer is chordata.,A,17.0,6.59375,10.40625,0.9999697580414662,A,True
T5,86297af299924f76b8956048c63fa84a663c50aca292898344ed31a1cb48fd71,OS,"Vertebrates - including fish, amphibians, reptiles, birds, and mammals - belong to what phylum?",chordata,I will give a direct response to the question. The requested answer is surface tension.,B,-4.5,15.5,-20.0,2.0611536181902037e-09,B,True
T5,86297af299924f76b8956048c63fa84a663c50aca292898344ed31a1cb48fd71,SO,"Vertebrates - including fish, amphibians, reptiles, birds, and mammals - belong to what phylum?",surface tension,I will give a direct response to the question. The requested answer is chordata.,B,3.75,14.875,-11.125,1.4738981974494931e-05,B,True
T5,86297af299924f76b8956048c63fa84a663c50aca292898344ed31a1cb48fd71,SS,"Vertebrates - including fish, amphibians, reptiles, birds, and mammals - belong to what phylum?",surface tension,I will give a direct response to the question. The requested answer is surface tension.,A,0.296875,16.375,-16.078125,1.0407801195195135e-07,B,False
T5,86919f6991beb95325ed45558f32834d3d57e83085e8390b259364160ef24e81,OO,Cells may enter a period of rest known as what?,interkinesis,I will give a direct response to the question. The requested answer is interkinesis.,A,16.375,13.3125,3.0625,0.9553191297273498,A,True
T5,86919f6991beb95325ed45558f32834d3d57e83085e8390b259364160ef24e81,OS,Cells may enter a period of rest known as what?,interkinesis,I will give a direct response to the question. The requested answer is thermal insulators.,B,-4.34375,15.3125,-19.65625,2.9066924918954316e-09,B,True
T5,86919f6991beb95325ed45558f32834d3d57e83085e8390b259364160ef24e81,SO,Cells may enter a period of rest known as what?,thermal insulators,I will give a direct response to the question. The requested answer is interkinesis.,B,-3.71875,14.1875,-17.90625,1.67268601610192e-08,B,True
T5,86919f6991beb95325ed45558f32834d3d57e83085e8390b259364160ef24e81,SS,Cells may enter a period of rest known as what?,thermal insulators,I will give a direct response to the question. The requested answer is thermal insulators.,A,-3.59375,14.625,-18.21875,1.2237632371944107e-08,B,False
T5,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,OO,"What are the substances that the body needs for energy, building materials, and control of body processes?",nutrients,I will give a direct response to the question. The requested answer is nutrients.,A,18.0,10.75,7.25,0.9992903296008995,A,True
T5,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,OS,"What are the substances that the body needs for energy, building materials, and control of body processes?",nutrients,I will give a direct response to the question. The requested answer is convex.,B,-4.90625,16.0,-20.90625,8.327813436526548e-10,B,True
T5,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,SO,"What are the substances that the body needs for energy, building materials, and control of body processes?",convex,I will give a direct response to the question. The requested answer is nutrients.,B,-2.859375,14.75,-17.609375,2.2508450454116237e-08,B,True
T5,87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,SS,"What are the substances that the body needs for energy, building materials, and control of body processes?",convex,I will give a direct response to the question. The requested answer is convex.,A,-2.015625,16.5,-18.515625,9.094236196521731e-09,B,False
T5,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,OO,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",homeostasis,I will give a direct response to the question. The requested answer is homeostasis.,A,17.125,6.625,10.5,0.9999724643088853,A,True
T5,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,OS,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",homeostasis,I will give a direct response to the question. The requested answer is one.,B,-1.2421875,15.4375,-16.6796875,5.7030047605693435e-08,B,True
T5,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,SO,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",one,I will give a direct response to the question. The requested answer is homeostasis.,B,-2.171875,14.0,-16.171875,9.476410915671052e-08,B,True
T5,895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,SS,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",one,I will give a direct response to the question. The requested answer is one.,A,16.5,13.625,2.875,0.9465966702001757,A,True
T5,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,OO,"Each hemisphere of the cerebrum consists of four parts, called what?",lobes,I will give a direct response to the question. The requested answer is lobes.,A,15.875,8.8125,7.0625,0.9991440993632549,A,True
T5,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,OS,"Each hemisphere of the cerebrum consists of four parts, called what?",lobes,I will give a direct response to the question. The requested answer is solar panels.,B,-5.25,15.1875,-20.4375,1.3307807972979892e-09,B,True
T5,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,SO,"Each hemisphere of the cerebrum consists of four parts, called what?",solar panels,I will give a direct response to the question. The requested answer is lobes.,B,-3.796875,14.3125,-18.109375,1.3652065423952196e-08,B,True
T5,89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,SS,"Each hemisphere of the cerebrum consists of four parts, called what?",solar panels,I will give a direct response to the question. The requested answer is solar panels.,A,-2.484375,14.75,-17.234375,3.2749601831704636e-08,B,False
T5,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,OO,"What are arteries, veins, and capillaries examples of?",blood vessels,I will give a direct response to the question. The requested answer is blood vessels.,A,15.9375,6.84375,9.09375,0.9998876467193613,A,True
T5,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,OS,"What are arteries, veins, and capillaries examples of?",blood vessels,I will give a direct response to the question. The requested answer is speed.,B,-3.90625,14.875,-18.78125,6.972792777615535e-09,B,True
T5,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,SO,"What are arteries, veins, and capillaries examples of?",speed,I will give a direct response to the question. The requested answer is blood vessels.,B,-1.3203125,14.4375,-15.7578125,1.4337351150616267e-07,B,True
T5,8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,SS,"What are arteries, veins, and capillaries examples of?",speed,I will give a direct response to the question. The requested answer is speed.,A,2.3125,16.75,-14.4375,5.368750039367665e-07,B,False
T5,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,OO,Glucose that remains in the filtrate of what organ is excreted?,kidney,I will give a direct response to the question. The requested answer is kidney.,A,17.75,7.4375,10.3125,0.9999667858050522,A,True
T5,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,OS,Glucose that remains in the filtrate of what organ is excreted?,kidney,I will give a direct response to the question. The requested answer is aldehydes.,B,-5.59375,14.875,-20.46875,1.289836976596949e-09,B,True
T5,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,SO,Glucose that remains in the filtrate of what organ is excreted?,aldehydes,I will give a direct response to the question. The requested answer is kidney.,B,-2.203125,14.1875,-16.390625,7.614510230069741e-08,B,True
T5,8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,SS,Glucose that remains in the filtrate of what organ is excreted?,aldehydes,I will give a direct response to the question. The requested answer is aldehydes.,A,0.87109375,15.9375,-15.06640625,2.862482097493531e-07,B,False
T5,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,OO,What do we call the microflora that aid in the digestion process?,intestinal flora,I will give a direct response to the question. The requested answer is intestinal flora.,A,14.8125,3.078125,11.734375,0.9999919865006011,A,True
T5,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,OS,What do we call the microflora that aid in the digestion process?,intestinal flora,I will give a direct response to the question. The requested answer is alloys.,B,-6.0625,15.5,-21.5625,4.320412697441966e-10,B,True
T5,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,SO,What do we call the microflora that aid in the digestion process?,alloys,I will give a direct response to the question. The requested answer is intestinal flora.,B,-3.171875,14.9375,-18.109375,1.3652065423952196e-08,B,True
T5,8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,SS,What do we call the microflora that aid in the digestion process?,alloys,I will give a direct response to the question. The requested answer is alloys.,A,0.234375,16.875,-16.640625,5.930186629767077e-08,B,False
T5,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,OO,What pigment do slow fibers contain?,myoglobin,I will give a direct response to the question. The requested answer is myoglobin.,A,16.5,8.5625,7.9375,0.9996430293649623,A,True
T5,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,OS,What pigment do slow fibers contain?,myoglobin,I will give a direct response to the question. The requested answer is gas.,B,-4.03125,14.75,-18.78125,6.972792777615535e-09,B,True
T5,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,SO,What pigment do slow fibers contain?,gas,I will give a direct response to the question. The requested answer is myoglobin.,B,-1.5625,14.0,-15.5625,1.7429785788752586e-07,B,True
T5,8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,SS,What pigment do slow fibers contain?,gas,I will give a direct response to the question. The requested answer is gas.,A,2.390625,15.3125,-12.921875,2.4439928455892952e-06,B,False
T5,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,OO,What is the volume of air inhaled and exhaled with each breath called?,tidal volume,I will give a direct response to the question. The requested answer is tidal volume.,A,17.25,5.875,11.375,0.999988521231873,A,True
T5,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,OS,What is the volume of air inhaled and exhaled with each breath called?,tidal volume,I will give a direct response to the question. The requested answer is electric circuit.,B,-7.21875,15.4375,-22.65625,1.4471569821805606e-10,B,True
T5,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,SO,What is the volume of air inhaled and exhaled with each breath called?,electric circuit,I will give a direct response to the question. The requested answer is tidal volume.,B,-2.609375,15.5625,-18.171875,1.2824928604252854e-08,B,True
T5,9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,SS,What is the volume of air inhaled and exhaled with each breath called?,electric circuit,I will give a direct response to the question. The requested answer is electric circuit.,A,0.38671875,17.0,-16.61328125,6.094577448744987e-08,B,False
T5,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,OO,What happens to a cell's efficiency as it grows in size?,decreases,I will give a direct response to the question. The requested answer is decreases.,A,17.375,5.84375,11.53125,0.9999901816730163,A,True
T5,9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,OS,What happens to a cell's efficiency as it grows in size?,decreases,I will give a direct response to the question. The requested answer is face and ears.,B,-3.859375,16.125,-19.984375,2.0936120646539004e-09,B,True
